id,ano,status,ementa,autor
171059,1971,Arquivada,"DISPÕE SOBRE ISENÇÃO DE IMPOSTOS PARA PEQUENOS VEICULOS MOTORIZADOS INDIVIDUAIS, E DA OUTRAS PROVIDENCIAS.",ALBERTO LAVINAS
195133,1976,Arquivada,DISPÕE SOBRE A CONSTRUÇÃO DE FAIXAS ESPECIAIS DESTINADAS AO TRAFEGO DE BICICLETAS E OUTROS VEICULOS DE TRAÇÃO HUMANA NAS RODOVIAS FEDERAIS E DA OUTRAS PROVIDENCIAS.,SIQUEIRA CAMPOS
209745,1976,Arquivada,DISPÕE SOBRE A CONSTRUÇÃO DE CICLOVIAS NO DISTRITO FEDERAL E DA OUTRAS PROVIDENCIAS.,SIQUEIRA CAMPOS
211107,1976,Arquivada,"DISPÕE SOBRE A IMPLANTAÇÃO DE FAIXAS DESTINADAS AO TRAFEGO DE BICICLETAS, AO LONGO DAS RODOVIAS FEDERAIS.",OSVALDO BUSKEI
220149,1977,Arquivada,DETERMINA QUE AS BICICLETAS DE FABRICAÇÃO NACIONAL TENHAM FAROL DIANTEIRO E INDICADOR LUMINOSO EM SUA PARTE TRASEIRA.,JOSE CAMARGO
196162,1979,Arquivada,"INSTITUI O PROGRAMA NACIONAL DE CICLOVIAS, E DA OUTRAS PROVIDENCIAS.",CARDOSO FREGAPANI
234060,1980,,"CONCEDE ISENÇÃO DO PAGAMENTO DE IMPOSTOS MUNICIPAIS PARA LICENCIAMENTO DE BICICLETAS, AOS RESPECTIVOS PROPRIETARIOS.",ROSEMBURGO ROMANO
247605,1981,,SOLICITA INFORMAÇÕES DO MINISTERIO DOS TRANSPORTES SOBRE RECURSOS RESERVADOS NO III PND DO SETOR FERROVIARIO.,JUAREZ FURTADO
211744,1984,Arquivada,"AUTORIZA O PODER EXECUTIVO A INSTITUIR O PROGRAMA NACIONAL DE CICLOVIAS, E DA OUTRAS PROVIDENCIAS.",LEONIDAS SAMPAIO
25590,1993,Transformado em Norma Jurídica,INSTITUI O CODIGO DE TRANSITO BRASILEIRO.,Poder Executivo
215003,1993,Arquivada,"DISPÕE SOBRE O CODIGO NACIONAL DE TRANSITO, SOBRE O SISTEMA NACIONAL DE TRANSITO E DA OUTRAS PROVIDENCIAS.",CARLOS LUPI
219270,1993,Arquivada,CONCEDE ISENÇÃO DO IMPOSTO SOBRE PRODUTOS INDUSTRIALIZADOS - IPI - PARA BICICLETAS SEM MOTOR E SEM DISPOSITIVO PARA TROCA DE MARCHAS.,SIDNEY DE MIGUEL
23526,1995,Arquivada,Sugere à Mesa a criação de estacionamentos para bicicletas.,Fernando Gabeira
25778,1995,Transformado em nova proposição,Dispõe sobre a criação de estacionamentos para bicicletas.,Fernando Gabeira
218744,1998,,"Dispõe sobre alterações no texto da Lei nº 9.503, de 23 de setembro de 1997 (Código de Trânsito Brasileiro ).",INOCENCIO OLIVEIRA
219055,1998,,Torna obrigatório o uso de capacete de segurança para condutores e passageiros de bicicleta.,JULIO REDECKER
224367,1998,,"Altera a redação do art. 58 da Lei nº 9.503, de 23 de setembro de 1997, que ""institui o Código de Trânsito Brasileiro"".",ELIAS MURAD
593911,1998,,"Substitutivo do Senado ao Projeto de Lei da Câmara nº 99, de 2007 (nº 4.124, de 1998, na Casa de origem), que ""Acrescenta inciso XX ao caput do art. 181 da Lei nº 9.503, de 23 de setembro de 1997 - Código de Trânsito Brasileiro"".
Dê-se ao Projeto a seguinte redação:
Altera a Lei nº 9.503, de 23 de setembro de 1997 (Código de Trânsito Brasileiro), para dispor sobre sinalização rodoviária indicativa de pronto-socorro, equipamentos obrigatórios das bicicletas, estacionamento irregular em vaga destinada a pessoa com deficiência e procedimentos para notificação de infração.",Senado Federal
15408,1999,Transformado em Norma Jurídica,"Dispõe sobre alterações no texto da Lei nº 9.503, de 23 de setembro de 1997 (Código de Trânsito Brasileiro).
NOVA EMENTA DA REDAÇÃO FINAL: Altera a Lei nº 9.503, de 23 de setembro de 1997 - Código de Trânsito Brasileiro.
NOVA EMENTA APÓS A REVISÃO: Altera os artigos 61, 105 e 338 da Lei nº 9.503, de 23 de setembro de 1997, que institui o Código de Trânsito Brasileiro, para dispor sobre especificidades dos veículos de duas e três rodas.",Inocêncio Oliveira
15690,1999,Arquivada,"Altera o art. 320 da Lei nº 9.503, de 23 de setembro de 1997, que institui o Código de Trânsito Brasileiro.",Iédio Rosa
102709,1999,Transformado em Norma Jurídica,"Emendas do Senado ao Projeto de Lei nº 402-C, de 1999, que ""altera a Lei nº 9.503, de 23 de setembro de 1997 - Código de Trânsito Brasileiro"".
Dê-se à ao Projeto a seguinte ementa:
""Altera os arts. 61, 105 e 338 da Lei nº 9.503, de 23 de setembro de 1997, que institui o Código de Trânsito Brasileiro, para dispor sobre especificidades dos veículos de duas e de três rodas"".",Senado Federal
26158,2001,Arquivada,"Altera a Lei nº 9.503, de 23 de setembro de 1997, que institui o Código de Trânsito Brasileiro.",Telma de Souza
27042,2001,Arquivada,"Sugere ao Poder Executivo, por intermédio do Ministério da Justiça, a adoção de disco ou calota de proteção para os raios das bicicletas.",Antônio Jorge
99931,2002,Arquivada,Dispõe sobre a obrigatoriedade da marcação da numeração das bicicletas em seu monobloco e dá outras providências.,Dr. Hélio
114362,2003,Arquivada,"Altera a Lei nº 9.503, de 23 de setembro de 1997, que ""Institui o Código de Trânsito Brasileiro"", para dispor sobre o uso dos passeios, das ciclofaixas e ciclovias.",Roberto Jefferson
134620,2003,Arquivada,"Dispõe sobre a implantação de ciclovias nas cidades com população superior a 50 mil habitantes, aglomerações urbanas e regiões metropolitanas.",Leônidas Cristino
153420,2004,Arquivada,"Altera o inciso VI do art. 105 da Lei nº 9.503, de 23 de setembro de 1997, que institui o Código de Trânsito Brasileiro, para dispor sobre especificidades dos veículos de duas rodas.",Inocêncio Oliveira
257781,2004,Transformado em Norma Jurídica,"Dá nova redação aos arts. 1º e 2º da Lei nº 8.010, de 29 de março de 1990, e acrescenta a alínea ""f"" ao inciso I do art. 2º da Lei nº 8.032, de 12 de abril de 1990, que dispõem sobre importações de bens destinados a pesquisa científica e tecnológica e suas respectivas isenções ou reduções de impostos.  
NOVA EMENTA DA REDAÇÃO FINAL: Dá nova redação a dispositivos das Leis nºs 8.010, de 29 de março de 1990 e 8.032, de 12 de abril de 1990, para estender a cientistas e pesquisadores a isenção tributária relativa a bens destinados à pesquisa científica e tecnológica; e faculta a inscrição no Sistema Integrado de Pagamento de Impostos e Contribuições das Microempresas e das Empresas de Pequeno Porte - SIMPLES, das pessoas jurídicas que especifica.",Poder Executivo
263142,2004,Transformado em Norma Jurídica,"Dá nova redação aos arts. 1º e 2º da Lei nº 8.010, de 29 de março de 1990, e acrescenta a alínea ""f"" ao inciso I do art. 2º da Lei nº 8.032, de 12 de abril de 1990, que dispõem sobre importações de bens destinados a pesquisa científica e tecnológica e isençãos ou redução de impostos de importação.",Renato Casagrande
287523,2005,Arquivada,"Acrescenta os artigos 1.336 - A e 1.336 - B na Lei nº 10.406, de 10 de janeiro de 2002  - Novo Código Civil -  dispondo sobre a reparabilidade pelo condomínio em caso de  furto ou roubo de veículo automotor, motocicleta ou bicicleta de condômino, ocorrido na garagem ou estacionamento interno.",João Batista
288137,2005,Arquivada,"Dispõe sobre a criação do Cadastro Nacional de Bicicletas, e dá outras providências.",Ivo José
292529,2005,Arquivada,Sugere ao Ministério das Cidades a formulação de programa para implantação de ciclovias ao longo de trechos de rodovias federais que cortam zonas urbanas.,Neuton Lima
306333,2005,Arquivada,"Sugere ao Ministério das Cidades sejam tomadas as providências necessárias para a construção de uma ciclovia no percurso do contorno rodoviário da BR-163, no Município de Dourados (MS).",João Grandão
310376,2005,Arquivada,"Acrescenta dispositivo ao art. 41 da Lei nº 10.257, de 10 de julho de 2001,  (Estatuto da Cidade), para fixar diretriz aplicável aos planos de transporte urbano integrados.",João Batista
316518,2006,Arquivada,"""Dispõe sobre a reserva de estacionamento para bicicletas nos estacionamentos, e dá outras providências"".",Carlos Nader
340242,2007,Pronta para Pauta,"Altera a Lei nº 9.503, de 23 de setembro de 1997,  que dispõe sobre o Código de Trânsito Brasileiro.",Solange Amaral
352982,2007,Tramitando em Conjunto,"Acrescenta dispositivo ao art. 41 da Lei nº 10.157, de 10 de julho de 2001, Estatuto da Cidade, para fixar diretriz aplicável aos planos de transporte urbano integrados.",Antonio Bulhões
357423,2007,Tramitando em Conjunto,Estabelece a obrigação de implantação de ciclovias e ciclofaixas nos municípios e rodovias federais.,Edigar Mão Branca
375725,2007,Arquivada,"Autoriza os Estados a legislar sobre mobilidade urbana, a partir das diretrizes nacionais que estabelece, conforme prevê o parágrafo único do art. 22 da Constituição Federal.",Marcondes Gadelha
383074,2008,Arquivada,Regulamenta a atividade de entrega de mercadorias por meio de bicicleta.,Marcelo Ortiz
389704,2008,Tramitando em Conjunto,"Altera a Lei nº 10.636, de 30 de dezembro de 2002, para incluir entre os objetivos essenciais da aplicação dos recursos da CIDE-Combustíveis a construção de ciclovias.",Rebecca Garcia
390014,2008,Aguardando Designação de Relator,"Altera a Lei nº 10.257, de 10 de julho de 2001, (Estatuto da Cidade), para determinar a priorização dos meios de transporte de propulsão humana sobre os motorizados e do transporte coletivo sobre o individual.",Senado Federal - Antonio Carlos Valadares
391080,2008,Arquivada,"Altera a Lei nº 9.503, de 23 de setembro de 1997, que institui o Código de Trânsito Brasileiro, para dispor sobre crime doloso de trânsito.",Jovair Arantes
392819,2008,Arquivada,"Acrescenta dispositivos à Lei nº 9.503, de 23 de setembro de 1997, que institui o Código de Trânsito Brasileiro, para dispor sobre os condutores e passageiros de bicicletas.",Dr. Talmir
395799,2008,Tramitando em Conjunto,Dispõe sobre a reserva de local para o estacionamento de bicicletas.,Manuela D'ávila
435960,2009,Arquivada,"Concede isenção do Imposto sobre Produtos Industrializados incidente sobre bicicletas, suas partes e peças, e reduz a zero as alíquotas da Contribuição para o PIS/PASEP e da Contribuição para o Financiamento da Seguridade Social incidentes sobre a importação e a receita bruta decorrente da venda, no mercado interno, desses bens.",Daniel Almeida
447083,2009,Arquivada,Institui isenção da Contribuição para o PIS/PASEP e da COFINS para receitas oriundas de operações com peças de motocicletas e bicicletas.,Washington Luiz
448285,2009,Arquivada,"Altera o art. 214 do Código de Trânsito Brasileiro, instituído pela Lei nº 9.503, de 23 de setembro de 1997.",Vital do Rêgo Filho
452939,2009,Arquivada,"Concede isenção do Imposto sobre Produtos Industrializados incidente sobre motocicletas e bicicletas e reduz a zero as alíquotas da Contribuição para o PIS/PASEP e da Contribuição para o Financiamento da Seguridade Social (COFINS) incidentes sobre a receita bruta decorrente da venda, no mercado interno, desses bens, quando adquiridos por Agentes Comunitários de Saúde.",Elizeu Aguiar
459345,2009,Arquivada,"Acrescenta inciso ao art. 181, da Lei nº 9.503, de 23 de setembro  de 1997, que institui o Código de Trânsito Brasileiro, para dispor sobre a infração por estacionar veículo em local que especifica.",Camilo Cola
459346,2009,Tramitando em Conjunto,"Altera a redação do caput do art. 320 da Lei nº 9.503, de 23 de setembro de 1997, que institui o Código de Trânsito Brasileiro, para dispor sobre a aplicação dos recursos arrecadados com a cobrança das multas de trânsito.",Camilo Cola
459347,2009,Arquivada,"Acrescenta inciso ao art. 202 da Lei nº 9.503, de 23 de setembro de 1997, que institui o Código de Trânsito Brasileiro, para dispor sobre a infração por ultrapassar outro veículo em local que especifica.",Camilo Cola
461042,2009,Transformado em Norma Jurídica,"Institui o Programa Bicicleta Brasil, para incentivar o uso da bicicleta visando a melhoria das condições de mobilidade urbana.",Jaime Martins
465016,2009,Arquivada,Reduz a zero as alíquotas da Contribuição para o PIS/PASEP e da COFINS incidentes sobre operações com bicicletas e outros ciclos sem motor e com partes e acessórios de motocicletas e bicicletas.,Marinha Raupp
466364,2010,Arquivada,Estabelece procedimentos para o transporte de bicicletas nos ônibus utilizados nos serviços de transporte interestadual e internacional de passageiros.,Rodrigo Rollemberg
473281,2010,Arquivada,"Altera a Lei nº 9.503, de 23 de setembro de 1997, que institui o Código de Trânsito Brasileiro, para desobrigar as bicicletas do registro e do licenciamento.",Arolde de Oliveira
497147,2011,Aguardando Designação de Relator,"Concede isenção do Imposto sobre Produtos Industrializados incidentes sobre motocicletas e bicicletas e reduz a zero as alíquotas da Contribuição para o PIS/PASEP e da Contribuição para o Financiamento da Seguridade Social (COFINS) incidentes sobre a receita bruta decorrente da venda, no mercado interno, desses bens, quando adquiridos por Agente Comunitário de Saúde e por Agente de Combate às Endemias.",Geraldo Resende
497544,2011,Tramitando em Conjunto,"Concede isenção do Imposto sobre Produtos Industrializados incidente sobre a receita bruta decorrente da venda de motocicletas e bicicletas e reduz a zero as alíquotas da Contribuição para o PIS/PASEP e da Contribuição para o Financiamento da Seguridade Social (COFINS), quando adquiridos por Agentes Comunitários de Saúde e Agentes de Combate às Endemias.",Raimundo Gomes de Matos
502177,2011,Arquivada,Dispõe sobre a criação do Estatuto dos Sistemas Cicloviários e dá outras providências.,Lucio Vieira Lima
505170,2011,Arquivada,"Altera a redação do art. 338 da Lei nº 9.503, de 23 de setembro de 1997, que institui o Código de Trânsito Brasileiro, para obrigar os importadores e fabricantes de bicicletas a fornecer, no ato da comercialização do veículo, manual contendo normas de circulação, penalidades, direção defensiva, primeiros socorros e Anexos do Código de Trânsito Brasileiro.",Mauro Mariani
525881,2011,Aguardando Designação de Relator,Obriga a inclusão de ciclovias quando do projeto e da execução de obras rodoviárias federais.,Fábio Faria
533028,2011,Arquivada,"Acrescenta dispositivo ao art. 41 da Lei nº 10.257, de 10 de julho de 2001, (Estatuto da Cidade), para fixar diretriz aplicável aos planos de transporte urbano integrados.",Aguinaldo Ribeiro
537576,2012,Tramitando em Conjunto,"Dispõe sobre a isenção dos impostos federais incidentes sobre equipamentos de segurança obrigatórios para motocicletas, motonetas e bicicletas, e dá outras providências.",Onofre Santo Agostini
539910,2012,Aguardando Designação de Relator,"Concede isenção do Imposto sobre Produtos Industrializados incidentes sobre motocicletas e bicicletas e reduz a zero as alíquotas da Contribuição para o PIS/PASEP e da Contribuição para o Financiamento da Seguridade Social (COFINS) incidentes sobre a receita bruta decorrente da venda, no mercado interno, desses bens, quando adquiridos por agentes comunitários de saúde.",Chico D'Angelo
542847,2012,Tramitando em Conjunto,"Dá nova redação ao inciso VI do art. 105 da Lei nº 9.503, de 23 de setembro de 1997, estabelecendo o capacete como equipamento de uso obrigatório para condutores de bicicletas.",Onyx Lorenzoni
546169,2012,Aguardando Designação de Relator,Concede isenção do IPI - Imposto sobre Produtos Industrializados às bicicletas classificadas na posição 87.12 da Nomenclatura Comum do Mercosul- NCM.,Felipe Bornier
550428,2012,Arquivada,"Altera a Lei nº 9.503, de 23 de setembro de 1997, que institui o Código de Trânsito Brasileiro, para dispor sobre bicicletas elétricas.",Leonardo Picciani
551735,2012,Tramitando em Conjunto,"Desonera as operações com bicicletas, suas partes, peças e acessórios, do pagamento do Imposto sobre Produtos Industrializados - IPI, da Contribuição para os Programas de Integração Social e de Formação do Patrimônio do Servidor Público - PIS/PASEP e da Contribuição para o Financiamento da Seguridade Social - COFINS.",Paulo Pimenta
552272,2012,Arquivada,"Altera a Lei nº 9.503, de 23 de setembro de 1997, que institui o Código de Trânsito Brasileiro, para dispor sobre bicicletas elétricas",Felipe Bornier
552918,2012,Tramitando em Conjunto,"Desonera as operações com bicicletas, suas partes, peças e acessórios, do pagamento do Imposto sobre Produtos Industrializados - IPI, da Contribuição para os Programas de Integração Social e de Formação do Patrimônio do Servidor Público - PIS/PASEP e da Contribuição para o Financiamento da Seguridade Social - COFINS.",Marina Santanna
552926,2012,Arquivada,"Altera a Lei nº 9.503, de 23 de setembro de 1997, que institui o Código de Trânsito Brasileiro, para dispor sobre bicicletas motorizadas.",Eliene Lima
553419,2012,Arquivada,"Altera a Lei nº 9.503, de 23 de setembro de 1997, que institui o Código de Trânsito Brasileiro, para dispor sobre bicicletas elétricas, nos termos que menciona.",Otavio Leite
562229,2012,Arquivada,"Reconhece o uso da bicicleta como modalidade de transporte regular, obrigando a previsão de um percentual de ciclovias em função da extensão da malha viária urbana.",Audifax
565266,2013,Tramitando em Conjunto,"Dispõe sobre o IPI - Imposto sobre Produtos Industrializados, fixando alíquota de zero por cento para as bicicletas (item 8712.00.10 da NCM-Nomenclatura Comum do Mercosul), suas partes e acessórios.",Rogério Peninha Mendonça
573870,2013,Arquivada,"Altera a Lei nº 9.503, de 1997, que institui o Código de Trânsito Brasileiro, acrescentando aos arts. 181, o inciso XX e 202, o inciso III.",Camilo Cola
574183,2013,Tramitando em Conjunto,Institui isenção do Imposto sobre Produtos Industrializados para operações com bicicletas.,Raul Lima
576181,2013,Tramitando em Conjunto,"Concede isenção do Imposto sobre Produtos Industrializados incidente sobre bicicletas, suas partes e acessórios",Inocêncio Oliveira
579238,2013,Tramitando em Conjunto,Fixa alíquota do Imposto sobre Produto Industrializado (IPI) incidente sobre bicicletas.,Luiz de Deus
582111,2013,Retirado pelo Autor,Dispõe sobre a redução do Imposto sobre Produtos Industrializados para a aquisição de bicicletas e dá outras providências.,Sarney Filho
582419,2013,Tramitando em Conjunto,Dispõe sobre a reserva de vagas para bicicletas e veículos não poluentes em estacionamentos públicos e privados.,Policarpo
583998,2013,Tramitando em Conjunto,Dispõe sobre a redução do Imposto sobre Produtos Industrializados para a aquisição de bicicletas e dá outras providências.,Sarney Filho
588759,2013,Arquivada,Obriga os comerciantes varejistas de bicicletas a informar o número de série desses produtos em documentos fiscais.,Major Fábio
589624,2013,Aguardando Parecer,"Altera a Lei nº 6.766, de 19 de dezembro de 1979, que dispõe sobre o parcelamento do solo urbano, a Lei nº 9.503, de 23 de setembro de 1997, que institui o Código de Trânsito Brasileiro, a Lei nº 11.977, de 7 de julho de 2009, que dispõe sobre o Programa Minha Casa Minha Vida e a Lei nº 12.587, de 3 de janeiro de 2012, que institui as diretrizes da Política Nacional de Mobilidade Urbana, para dispor sobre a circulação de pedestres e ciclistas.",Walter Feldman
590803,2013,Tramitando em Conjunto,"Altera a Lei nº 10.925, de 23 de julho de 2004, para desonerar as operações com bicicletas, suas partes, peças e acessórios do pagamento da Contribuição para os Programas de Integração Social e de Formação do Patrimônio do Servidor Público - PIS/PASEP e da Contribuição para o Financiamento da Seguridade Social - COFINS.",Onyx Lorenzoni
593375,2013,Tramitando em Conjunto,"Altera a Lei nº 7.418, de 16 de dezembro de 1985, para permitir que o vale-transporte seja utilizado para o custeio de transporte do empregado por meio de bicicletas.",Rosinha da Adefal
594052,2013,Arquivada,"Altera a Lei nº 9.503, de 23 de setembro de 1997, que institui o Código de Trânsito Brasileiro, para tratar de equipamento obrigatório para bicicletas elétricas.",Henrique Oliveira
595135,2013,Tramitando em Conjunto,Concede isenção do Imposto sobre Produtos Industrializados (IPI) nas operações com bicicletas.,Major Fábio
599398,2013,Tramitando em Conjunto,"Dispõe sobre desoneração tributária incidente sobre bicicletas, suas partes, peças e acessórios.",Rodrigo Maia
600038,2013,Tramitando em Conjunto,"Acrescenta artigo à Lei nº 7.418, de 16 de dezembro de 1985, para instituir o ""Vale-Bicicleta"".",Fernando Ferro
602145,2013,Tramitando em Conjunto,"""Concede isenção do Imposto sobre Produtos Industrializados (IPI) incidente sobre bicicletas, bem como suas partes e peças separadas, fabricados no território nacional""",Dr. Grilo
603964,2013,Tramitando em Conjunto,"Concede isenção do Imposto sobre Produtos Industrializados incidente sobre bicicletas, suas partes e peças , e reduz a zero as alíquotas da Contribuição para o PIS/PASEP e da Contribuição para o Financiamento da Seguridade Social incidentes sobre a importação e a receita bruta decorrente da venda, no mercado interno, desses bens.",Daniel Almeida
611022,2014,Tramitando em Conjunto,"Dispõe sobre a regulamentação das bicicletas elétricas, em todo território Nacional.",Danrlei de Deus Hinterholz - Ricardo Izar
611051,2014,Tramitando em Conjunto,"Dispõe sobre a isenção do Imposto sobre Produtos Industrializados para a aquisição de bicicletas elétricas, mecânicas, e seus acessórios.",Danrlei de Deus Hinterholz - Ricardo Izar
618486,2014,Tramitando em Conjunto,"Altera a Lei nº 12.587, de 3 de janeiro de 2012, que institui as diretrizes da Política Nacional de Mobilidade Urbana, entre outras providências, para dispor sobre apoio a ciclistas em órgãos públicos.",Zé Vieira
619903,2014,Tramitando em Conjunto,"Dispõe sobre desoneração tributária incidente sobre bicicletas, suas partes, peças e acessórios, bem como a concessão de crédito para sua aquisição.",Ronaldo Caiado
622112,2014,Tramitando em Conjunto,"Altera a Lei nº 6.766, de 19 de dezembro de 1979, que dispõe sobre o Parcelamento do Solo Urbano e dá outras Providências, para determinar a previsão de ciclovias nos novos loteamentos.",Assis Melo
786594,2014,Tramitando em Conjunto,"Altera o art. 320 da Lei nº 9.503, de 23 de setembro de 1997, que institui o Código de Trânsito Brasileiro, para estabelecer nova distribuição dos recursos arrecadados com multas de trânsito.",Nilson Leitão
843319,2014,,"Reduz a zero as aliquotas da Contribuição para o PIS/PASEP, da COFINS, da Contribuição para o PIS/Pasep-Importação e da Cofins-Importação incidentes sobre a receita de vendas e na importação de partes utilizadas em aerogeradores; prorroga os benefícios previstos nas Leis nºs 9.250, de 26 de dezembro de 1995, 9.440, de 14 de março de 1997, 10.931, de 2 de agosto de 2004, 11.196, de 21 de novembro de 2005, 12.024, de 27 de agosto de 2009, e 12.375, de 30 de dezembro de 2010; altera o art. 46 da Lei nº 12.715, de 17 de setembro de 2012, que dispõe sobre a devolução ao exterior ou a destruição de mercadoria estrangeira cuja importação não seja autorizada; altera as Leis nºs 9.430, de 27 de dezembro de 1996, 12.546, de 14 de dezembro de 2011, 12.973, de 13 de maio de 2014, 9.826, de 23 de agosto de 1999, 10.833, de 29 de dezembro de 2003, 10.865, de 30 de abril de 2004, 11.051, de 29 de dezembro de 2004, 11.774, de 17 de setembro de 2008, 10.637, de 30 de dezembro de 2002, 12.249, de 11 de junho de 2010, 10.522, de 19 de julho de 2002, 12.865, de 9 de outubro de 2013, 10.820, de 17 de dezembro de 2003, 6.634, de 2 de maio de 1979, 7.433, de 18 de dezembro de 1985, 11.977, de 7 de julho de 2009, 10.931, de 2 de agosto de 2004, 11.076, de 30 de dezembro de 2004, 9.514, de 20 de novembro de 1997, 9.427, de 26 de dezembro de 1996, 9.074, de 7 de julho de 1995, 12.783, de 11 de janeiro de 2013, 11.943, de 28 de maio de 2009, 7.565, de 19 de dezembro de 1986, 12.462, de 4 de agosto de 2011, 9.503, de 23 de setembro de 1997, 11.442, de 5 de janeiro de 2007, 8.666, de 21 de junho de 1993, 9.782, de 26 de janeiro de 1999, 6.360, de 23 de setembro de 1976, 5.991, de 17 de dezembro de 1973, 7.889, de 23 de novembro de 1989, 1.283, de 18 de dezembro de 1950, 12.485, de
12 de setembro de 2011, 5.070, de 7 de julho de 1966, 9.472, de 16 de julho de 1997, 10.480, de 2 de julho de 2002, 8.112, de 11 de dezembro de 1990, 6.530, de 12 de maio de 1978, 5.764, de 16 de dezembro de 1971, 8.080, de 19 de setembro de 1990, 11.079, de 30 de dezembro de 2004, 13.043, de 13 de novembro de 2014, os Decretos-Lei nº 745, de 7 de agosto de 1969 e 3.365, de 21 de junho de 1941, e o Decreto nº 70.235, de 6 de março de 1972; revoga dispositivos das Leis nºs 4.380, de 21 de agosto de 1964, 6.360, de 23 de setembro de 1976, 7.789, de 23 de novembro de 1989, 8.666, de 21 de junho de 1993, 9.782, de 26 de janeiro de 1999, 10.150, de 21 de dezembro de 2000, 9.430, de 27 de dezembro de 1996, 12.973, de 13 de maio de 2014, 8.177, de 1º de março de 1991, 10.637, de 30 de dezembro de 2002, 10.833, de 29 de dezembro de 2003, 10.865, de 30 de abril de 2004, 11.051, de 29 de dezembro de 2004 e 9.514, de 20 de novembro de 1997, e do Decreto-Lei nº 3.365, de 21 de junho de 1941; e dá outras providências.",Comissão Mista da MPV 656/2014
1203637,2015,Aguardando Definição Encaminhamento,"Cria o Estatuto Nacional do Ciclista, o Conselho Nacional do Ciclista - CONACICLO, o Fundo Nacional de Incentivo ao Ciclista - FUNACICLO, altera a Lei 9503/97 (Código de Trânsito Brasileiro), estabelece dispositivos de incentivo ao uso de ciclos como meio de transporte, regulamenta a atividade profissional de ciclotaxista e cicloboy e dá outras providências.",Glauber Braga
1214990,2015,Tramitando em Conjunto,Dispõe sobre a isenção do Imposto sobre Produtos Industrializados - IPI de equipamentos de segurança no trânsito obrigatórios.,Christiane de Souza Yared
